affiliation_id,affiliation_name,character_id,character_key,display_name,name_suffix,source_character_name,role_title,evidence_kind,evidence_source,source_id,source_name,source_url,source_date_context,source_whois_id,evidence_excerpt,confidence,review_status,notes
arda_s_army,Arda's Army,,Aaven,Aaven,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_aelor,Aelor,Aelor,,Aelor,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_aerie,Aerie,Aerie,,Aerie,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_aldweth,Aldweth,Aldweth,,Aldweth,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_awreth,Awreth,Awreth,,Awreth,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,,Berat,Berat,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,,Darien,Darien,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_dwalid,Dwalid,Dwalid,,Dwalid,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,,Euronymous,Euronymous,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_filk,Filk,Filk,,Filk,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_fëndor,Fëndor,Fëndor,,Fëndor,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_gilean,Gilean,Gilean,,Gilean,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_groan,Groan,Groan,,Groan,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,,Gwenyth,Gwenyth,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,,Gwoern,Gwoern,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_juss,Juss,Juss,,Juss,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_khuka,Khuka,Khuka,,Khuka,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,,Mumacik,Mumacik,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_mumma,Mumma,Mumma,,Mumma,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,,Méagyn,Méagyn,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_oddvar,Oddvar,Oddvar,,Oddvar,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_rackarth,Rackarth,Rackarth,,Rackarth,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_rackarth,Rackarth,Rackarth,,Rackarth,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_rackarth_1781052512,"…Last login 15 years, 8 months, and 22 days ago from *.com. IM IN ARDA'S ARMY!!! I HAVE PK'd: 2 (BN's) MUME AIMS: - Get Hero level ( Do you feel lucky punk…",medium,candidate,
arda_s_army,Arda's Army,char_razer,Razer,Razer,,Razer,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,,Slithe,Slithe,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,char_xury,Xury,Xury,,Xury,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
arda_s_army,Arda's Army,,Ziglak,Ziglak,,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Player-organised army/group. Entry consists mainly of member list.,medium,candidate,
army_of_arthedain,Army of Arthedain,char_harduin,Harduin,Harduin,,Harduin,council member,listed_contact,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Semi-RP group focused on protecting Arthedain; described as young and growing.,medium,candidate,
army_of_arthedain,Army of Arthedain,char_harduin,Harduin,Harduin,,Harduin,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_harduin_1781052375,…Last login 18 years and 12 days ago from [numerical address]. I am a Kanokhil in the Army of Arthedain. I am married to the most lovely and beautiful of all the elven - Höelün!,medium,candidate,
army_of_arthedain,Army of Arthedain,,Höelun,Höelun,,,council member,listed_contact,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Semi-RP group focused on protecting Arthedain; described as young and growing.,medium,candidate,
army_of_arthedain,Army of Arthedain,char_ilwin,Ilwin,Ilwin,,Ilwin,council member,listed_contact,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Semi-RP group focused on protecting Arthedain; described as young and growing.,medium,candidate,
army_of_arthedain,Army of Arthedain,char_ilwin,Ilwin,Ilwin,,Ilwin,,whois_acronym_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_ilwin_1781052392,"Ilwin Ironfist, the Xper [AOA] is a level forty-three Dwarven Battlemaster [Retired]. Last login 6 years, 1 month,…",candidate,candidate,Acronym can be ambiguous; review matches.
army_of_arthedain,Army of Arthedain,char_röxic,Röxic,Röxic,,Röxic,council member,listed_contact,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Semi-RP group focused on protecting Arthedain; described as young and growing.,medium,candidate,
army_of_arthedain,Army of Arthedain,char_tendor,Tendor,Tendor,,Tendor,council member,listed_contact,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Semi-RP group focused on protecting Arthedain; described as young and growing.,medium,candidate,
black_shadow_clan,Black Shadow Clan,char_elrik,Elrik,Elrik,,Elrik,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_elrik_1780908607,Elrik the black istar of the Black Shadow Clan is a Black Númenórean [Retired]. http://bsc.mandor.se/,medium,candidate,
black_shadow_clan,Black Shadow Clan,char_granvil,Granvil,Granvil,,Granvil,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_granvil_1780909536,Granvil the Senile Granny of Black Shadow Clan is a level fifty-four Black Númenórean Envoy [Retired]. The reborn Senile Granny of…,medium,candidate,
black_shadow_clan,Black Shadow Clan,char_hate,Hate,Hate,,Hate,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_hate_1780909821,Hate - Twisted Soul of the Black Shadow Clan is a level thirty-one Black Númenórean Warlock [Retired]. What's the smell of the th…,medium,candidate,
black_shadow_clan,Black Shadow Clan,char_ivanushka,Ivanushka,Ivanushka,,Ivanushka,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_ivanushka_1780912054,"Ivanushka Foolproof of Black Shadow Clan is a Black Númenórean [Retired]. Don't drink from the pool Ivanushka! , she said. But…",medium,candidate,
black_shadow_clan,Black Shadow Clan,char_lotheila,Lotheila,Lotheila,,Lotheila,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_lotheila_1780913030,Lotheila The Evil Snake of Black Shadow Clan is a Black Númenórean. GER i dont enchant sorry...,medium,candidate,
black_shadow_clan,Black Shadow Clan,char_lâirâthim,Lâirâthim,Lâirâthim,,Lâirâthim,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_lâirâthim_1780912743,Lâirâthim - Backfire of the Black Shadow Clan is a Black Númenórean [Retired]. |\ |\ .(' *) ' .…,medium,candidate,
black_shadow_clan,Black Shadow Clan,char_morholt,Morholt,Morholt,,Morholt,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_morholt_1780913632,"Morholt The Headhunter of Black Shadow Clan is a Black Númenórean. Thanks for looting most including darkie only items,",medium,candidate,
black_shadow_clan,Black Shadow Clan,char_mortis,Mortis,Mortis,,Mortis,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_mortis_1780913683,Mortis the Harbinger of the Black Shadow Clan is a Black Númenórean [Retired].,medium,candidate,
black_shadow_clan,Black Shadow Clan,char_oscarmeyer,OscarMeyer,OscarMeyer,,Oscarmeyer,,listed_contact,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Highly selective Sauron-aligned clan.,medium,candidate,Named contact/author of recruitment text.
black_shadow_clan,Black Shadow Clan,char_oscarmeyer,Oscarmeyer,Oscarmeyer,,Oscarmeyer,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_oscarmeyer_1780914294,"Oscarmeyer the Evasion Expert of Black Shadow Clan is a level fifty-two Black Númenórean Murderer [Retired]. Oh, dance in the dark of n…",medium,candidate,
black_shadow_clan,Black Shadow Clan,char_snowball,Snowball,Snowball,,Snowball,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_snowball_1780915997,"Snowball - Firekeeper of the Black Shadow Clan is a Black Númenórean [Retired]. Im Mesmerized in every way,…",medium,candidate,
carrock_of_anduin,Carrock of Anduin,,Ethoe,Ethoe,,,,listed_contact,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Beorning group formed for protection and future attacks against Sauron’s forces.,medium,candidate,
damage_inc,Damage Inc.,char_kochurma,Kochurma,Kochurma,,Kochurma,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Mercenary orc smiter clan; names/whois inspired by Metallica song.,medium,candidate,
damage_inc,Damage Inc.,char_kunduk,Kunduk,Kunduk,,Kunduk,special member,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Mercenary orc smiter clan; names/whois inspired by Metallica song.,medium,candidate,
damage_inc,Damage Inc.,char_piastr,Piastr,Piastr,,Piastr,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Mercenary orc smiter clan; names/whois inspired by Metallica song.,medium,candidate,
damage_inc,Damage Inc.,char_stolb,Stolb,Stolb,,Stolb,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Mercenary orc smiter clan; names/whois inspired by Metallica song.,medium,candidate,
damage_inc,Damage Inc.,char_zmej,Zmej,Zmej,,Zmej,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Mercenary orc smiter clan; names/whois inspired by Metallica song.,medium,candidate,
dead_horse_squad,Dead Horse Squad,,Euronymous,Euronymous,,,,listed_contact,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,Very short entry: growing.,medium,candidate,
durin_s_army,Durin's Army,char_ardent,Ardent,Ardent the Faithful,the Faithful,Ardent,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,char_ardent,Ardent,Ardent,,Ardent,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_ardent_1780899446,"Ardent the Faithful, Prophet of Durin's Army is a level forty-six Dwarven Patriarch [Retired]. Last login 6 months ago from [numer…",medium,candidate,
durin_s_army,Durin's Army,char_burli,Burli,Burli Basher,Basher,Burli,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,,Dòne,Dòne Bloodshed,Bloodshed,,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,char_fari,Fari,Fari Khórad,Khórad,Fari,Warmaster,founder,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium_high,candidate,
durin_s_army,Durin's Army,char_fari,Fari,Fari,,Fari,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_fari_1781052317,"Fari Feelin Lucky, Gambler of Durin's Army is a Dwarf [Retired].",medium,candidate,
durin_s_army,Durin's Army,char_grumph,Grumph,Grumph Hrothgar,Hrothgar,Grumph,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,char_grumph,Grumph,Grumph,,Grumph,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_grumph_1780909630,"Grumph Hrothgar, Sniffer of Durin's Army is a Dwarf [Retired]. Last login 13 years, 2 months, and 13 days ago.",medium,candidate,
durin_s_army,Durin's Army,char_gròk,Gròk,Gròk Roks,Roks,Gròk,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
durin_s_army,Durin's Army,char_gròk,Gròk,Gròk,,Gròk,,whois_affiliation_name_match,whois_records_raw_text,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,whois_gròk_1780909597,"Gròk Róks, Warmonger of Durin's Army is a level thirty-seven Dwarven Bodyguard [Retired]. Last login 13 years, 2 months, a…",medium,candidate,
durin_s_army,Durin's Army,char_kibgil,Kibgil,Kibgil Swiftfoot,Swiftfoot,Kibgil,,listed_member,2003_clans_webpage_member_list,2003_elvenrunes_clans,Elvenrunes MUME Clans page,https://elvenrunes.com/mume/clans.html,Webpage current in 2003,,"Founded to combat evil in Arda; leadership roles listed as Chieftain, Chancellor, Warmaster.",medium,candidate,
