character_id,character_name,player_main_handle,player_known_by,derived_race,derived_faction,derived_base_class,derived_gender,classification_status,has_whois_display,has_colour_whois,mention_count,group_candidate_count,classification_review_needed,page_review_needed,page_slug
char_neziel,Neziel,Lehto,Lehto,,,,,no_whois_classification,no,no,0,0,yes,yes,neziel
char_niflam,Niflam,Rael,Rael [Dario],,,,,no_whois_classification,no,no,0,0,yes,yes,niflam
char_nigal,Nigal,Wow,Wow,,,,,no_whois_classification,no,no,0,0,yes,yes,nigal
char_niilit,Niilit,Rabarbar,Rabarbar [Mihail],,,,,no_whois_classification,no,no,0,0,yes,yes,niilit
char_nimir,Nimir,Feon,Feon [Johan],,,,,no_whois_classification,no,no,0,0,yes,yes,nimir
char_nimraphel,Nimraphel,Salmar,Salmar,,,,,no_whois_classification,no,no,0,0,yes,yes,nimraphel
char_nothing,Nothing,Helga,Helga [Aleks],,,,,no_whois_classification,no,no,0,0,yes,yes,nothing
char_nuri,Nuri,Moonshade,Moonshade [Alex],,,,,no_whois_classification,no,no,0,0,yes,yes,nuri
char_nushenak,Nushenak,Faint,Faint,,,,,no_whois_classification,no,no,0,0,yes,yes,nushenak
char_ochra,Ochra,Liliah,Liliah,,,,,no_whois_classification,no,no,0,0,yes,yes,ochra
char_octavian,Octavian,Marre,Marre [Martin],,,,,no_whois_classification,no,no,0,0,yes,yes,octavian
char_odamees,Odamees,Vassago,Vassago,,,,,no_whois_classification,no,no,0,0,yes,yes,odamees
char_olevipoeg,Olevipoeg,Guido,Guido,,,,,no_whois_classification,no,no,0,0,yes,yes,olevipoeg
char_olorion,Olorion,Feon,Feon [Johan],,,,,no_whois_classification,no,no,0,0,yes,yes,olorion
char_olos,Olos,Echo,Echo,,,,,no_whois_classification,no,no,0,0,yes,yes,olos
char_oregon,Oregon,Relim,Relim,,,,,no_whois_classification,no,no,0,0,yes,yes,oregon
char_orf,Orf,Steele,Steele [Dan],,,,,no_whois_classification,no,no,0,0,yes,yes,orf
char_ostravar,Ostravar,Bubla,Bubla,,,,,no_whois_classification,no,no,0,0,yes,yes,ostravar
char_ostu,Ostu,Moonshade,Moonshade [Alex],,,,,no_whois_classification,no,no,0,0,yes,yes,ostu
char_oualid,Oualid,Merlin,Merlin,,,,,no_whois_classification,no,no,0,0,yes,yes,oualid
char_ozgun,Ozgun,Bigger,Bigger [Jakob],,,,,no_whois_classification,no,no,0,0,yes,yes,ozgun
char_padla,Padla,Helga,Helga [Aleks],,,,,no_whois_classification,no,no,0,0,yes,yes,padla
char_pahan,Pahan,Zmej,Zmej [Leha],,,,,no_whois_classification,no,no,0,0,yes,yes,pahan
char_paque,Paque,Relim,Relim,,,,,no_whois_classification,no,no,0,0,yes,yes,paque
char_perun,Perun,Cerleg,Cerleg [Alex],,,,,no_whois_classification,no,no,0,0,yes,yes,perun
char_petrus,Petrus,Voile,Voile,,,,,no_whois_classification,no,no,0,0,yes,yes,petrus
char_pinhead,Pinhead,Wow,Wow,,,,,no_whois_classification,no,no,0,0,yes,yes,pinhead
char_plancy,Plancy,Angrenfea,Angrenfea [Toivo],,,,,no_whois_classification,no,no,0,0,yes,yes,plancy
char_plato,Plato,Chauncey,Chauncey,,,,,no_whois_classification,no,no,0,0,yes,yes,plato
char_pontiac,Pontiac,Athela,Athela,,,,,no_whois_classification,no,no,0,0,yes,yes,pontiac
char_pontu,Pontu,Jones,Jones,,,,,no_whois_classification,no,no,0,0,yes,yes,pontu
char_potgins,Potgins,Angrenfea,Angrenfea [Toivo],,,,,no_whois_classification,no,no,0,0,yes,yes,potgins
char_puar,Puar,Naredhel,Naredhel,,,,,no_whois_classification,no,no,0,0,yes,yes,puar
char_purkmistr,Purkmistr,Lancelot,Lancelot [Andreas],,,,,no_whois_classification,no,no,0,0,yes,yes,purkmistr
char_qiuram,Qiuram,Beorel,Beorel,,,,,no_whois_classification,no,no,0,0,yes,yes,qiuram
char_quible,Quible,Squiffy,Squiffy,,,,,no_whois_classification,no,no,0,0,yes,yes,quible
char_qwestux,Qwestux,Francis,Francis,,,,,no_whois_classification,no,no,0,0,yes,yes,qwestux
char_rabarbar,Rabarbar,Rabarbar,Rabarbar [Mihail],,,,,no_whois_classification,no,no,0,0,yes,yes,rabarbar
char_ragnwald,Ragnwald,Edvard,Edvard [Aron],,,,,no_whois_classification,no,no,0,0,yes,yes,ragnwald
char_rain,Rain,Daevia,Daevia,,,,,no_whois_classification,no,no,0,0,yes,yes,rain
char_rakot,Rakot,Merlyn,Merlyn [Maxim],,,,,no_whois_classification,no,no,0,0,yes,yes,rakot
char_rancor,Rancor,Alweon,Alweon,,,,,no_whois_classification,no,no,0,0,yes,yes,rancor
char_rankin,Rankin,Squiffy,Squiffy,,,,,no_whois_classification,no,no,0,0,yes,yes,rankin
char_rastik,Rastik,Draggor,Draggor,,,,,no_whois_classification,no,no,0,0,yes,yes,rastik
char_ratark,Ratark,Heldo,Heldo [Jens],,,,,no_whois_classification,no,no,0,0,yes,yes,ratark
char_rebeka,Rebeka,Rebeka,Rebeka,,,,,no_whois_classification,no,no,0,0,yes,yes,rebeka
char_reikor,Reikor,Valamir,Valamir [Ole],,,,,no_whois_classification,no,no,0,0,yes,yes,reikor
char_remorse,Remorse,Ling,Ling,,,,,no_whois_classification,no,no,0,0,yes,yes,remorse
char_rendra,Rendra,Delfi,Delfi [Per],,,,,no_whois_classification,no,no,0,0,yes,yes,rendra
char_rhombuc,Rhombuc,Axel,Axel [Axel],,,,,no_whois_classification,no,no,0,0,yes,yes,rhombuc
char_rimnark,Rimnark,Sabadon,Sabadon,,,,,no_whois_classification,no,no,0,0,yes,yes,rimnark
char_risca,Risca,Risca,Risca,,,,,no_whois_classification,no,no,0,0,yes,yes,risca
char_roadkill,Roadkill,Cur,Cur [Vigfus],,,,,no_whois_classification,no,no,0,0,yes,yes,roadkill
char_rockfish,Rockfish,Venal,Venal,,,,,no_whois_classification,no,no,0,0,yes,yes,rockfish
char_rodan,Rodan,Cormac,Cormac,,,,,no_whois_classification,no,no,0,0,yes,yes,rodan
char_rohic,Rohic,Rohic,Rohic [Rohik],,,,,no_whois_classification,no,no,0,0,yes,yes,rohic
char_rohick,Rohick,Rohic,Rohic [Rohik],,,,,no_whois_classification,no,no,0,0,yes,yes,rohick
char_rohik,Rohik,Rohic,Rohic [Rohik],,,,,no_whois_classification,no,no,0,0,yes,yes,rohik
char_rot,Rot,Steele,Steele [Dan],,,,,no_whois_classification,no,no,0,0,yes,yes,rot
char_rotmos,Rotmos,Valamir,Valamir [Ole],,,,,no_whois_classification,no,no,0,0,yes,yes,rotmos
char_roxik,Roxik,Rohic,Rohic [Rohik],,,,,no_whois_classification,no,no,0,0,yes,yes,roxik
char_rukan,Rukan,Wryak,Wryak [Tapio],,,,,no_whois_classification,no,no,0,0,yes,yes,rukan
char_runk,Runk,Dragor,Dragor,,,,,no_whois_classification,no,no,0,0,yes,yes,runk
char_s_in,S in,Celo,Celo,,,,,no_whois_classification,no,no,0,0,yes,yes,s-in
char_sabu,Sabu,Basha,Basha,,,,,no_whois_classification,no,no,0,0,yes,yes,sabu
char_sai,Sai,Almarian,Almarian,,,,,no_whois_classification,no,no,0,0,yes,yes,sai
char_salas,Salas,Ginlon,Ginlon,,,,,no_whois_classification,no,no,0,0,yes,yes,salas
char_scaramanga,Scaramanga,Heldo,Heldo [Jens],,,,,no_whois_classification,no,no,0,0,yes,yes,scaramanga
char_scythe,Scythe,Bulldozer,Bulldozer,,,,,no_whois_classification,no,no,0,0,yes,yes,scythe
char_selde,Selde,Beat,Beat [Joosep],,,,,no_whois_classification,no,no,0,0,yes,yes,selde
char_serion,Serion,Bobbie,Bobbie,,,,,no_whois_classification,no,no,0,0,yes,yes,serion
char_shaff,Shaff,Bounty,Bounty,,,,,no_whois_classification,no,no,0,0,yes,yes,shaff
char_shaigan,Shaigan,Decoy,Decoy [Peter],,,,,no_whois_classification,no,no,0,0,yes,yes,shaigan
char_shaolin,Shaolin,Evandaar,Evandaar [Daniel],,,,,no_whois_classification,no,no,0,0,yes,yes,shaolin
char_sharan,Sharan,Lancelot,Lancelot [Andreas],,,,,no_whois_classification,no,no,0,0,yes,yes,sharan
char_sharghl,Sharghl,Tram,Tram,,,,,no_whois_classification,no,no,0,0,yes,yes,sharghl
char_shashakar,Shashakar,Mukami,Mukami,,,,,no_whois_classification,no,no,0,0,yes,yes,shashakar
char_shathur,Shathur,Atlas,Atlas,,,,,no_whois_classification,no,no,0,0,yes,yes,shathur
char_shravl,Shravl,Tear,Tear,,,,,no_whois_classification,no,no,0,0,yes,yes,shravl
char_sibur,Sibur,Sibur,Sibur [Maxim],,,,,no_whois_classification,no,no,0,0,yes,yes,sibur
char_sillian,Sillian,Tardeer,Tardeer [Silverberg],,,,,no_whois_classification,no,no,0,0,yes,yes,sillian
char_sindorie,Sindorie,Almarian,Almarian,,,,,no_whois_classification,no,no,0,0,yes,yes,sindorie
char_singha,Singha,Aseff,Aseff,,,,,no_whois_classification,no,no,0,0,yes,yes,singha
char_siroth,Siroth,Siroth,Siroth,,,,,no_whois_classification,no,no,0,0,yes,yes,siroth
char_sloo,Sloo,Sloo,Sloo,,,,,no_whois_classification,no,no,0,0,yes,yes,sloo
char_snigel,Snigel,Marre,Marre [Martin],,,,,no_whois_classification,no,no,0,0,yes,yes,snigel
char_spiffdark,Spiffdark,Buggar,Buggar [Adam],,,,,no_whois_classification,no,no,0,0,yes,yes,spiffdark
char_spiritus,Spiritus,Bellows,Bellows [Matt],,,,,no_whois_classification,no,no,0,0,yes,yes,spiritus
char_squasher,Squasher,Marre,Marre [Martin],,,,,no_whois_classification,no,no,0,0,yes,yes,squasher
char_stampe,Stampe,Valamir,Valamir [Ole],,,,,no_whois_classification,no,no,0,0,yes,yes,stampe
char_stile,Stile,Dragor,Dragor,,,,,no_whois_classification,no,no,0,0,yes,yes,stile
char_strine,Strine,Strine,Strine,,,,,no_whois_classification,no,no,0,0,yes,yes,strine
char_stylie,Stylie,Squiffy,Squiffy,,,,,no_whois_classification,no,no,0,0,yes,yes,stylie
char_sufur,Sufur,Cano,Cano [Tanel],,,,,no_whois_classification,no,no,0,0,yes,yes,sufur
char_sunaire,Sunaire,Nazgum,Nazgum,,,,,no_whois_classification,no,no,0,0,yes,yes,sunaire
char_tagrid,Tagrid,Dragor,Dragor,,,,,no_whois_classification,no,no,0,0,yes,yes,tagrid
char_tardeer,Tardeer,Tardeer,Tardeer [Silverberg],,,,,no_whois_classification,no,no,0,0,yes,yes,tardeer
char_tear,Tear,Tear,Tear,,,,,no_whois_classification,no,no,0,0,yes,yes,tear
char_teeny,Teeny,Grunge,Grunge,,,,,no_whois_classification,no,no,0,0,yes,yes,teeny
char_temegl,Temegl,Temegl,Temegl,,,,,no_whois_classification,no,no,0,0,yes,yes,temegl
char_thalantyr,Thalantyr,Haazheel,Haazheel,,,,,no_whois_classification,no,no,0,0,yes,yes,thalantyr
char_thanis,Thanis,Kazeena,Kazeena,,,,,no_whois_classification,no,no,0,0,yes,yes,thanis
char_tharain,Tharain,Angrenfea,Angrenfea [Toivo],,,,,no_whois_classification,no,no,0,0,yes,yes,tharain
char_tharl,Tharl,Sabadon,Sabadon,,,,,no_whois_classification,no,no,0,0,yes,yes,tharl
char_thedeen,Thedeen,Heldo,Heldo [Jens],,,,,no_whois_classification,no,no,0,0,yes,yes,thedeen
char_theofur,Theofur,Halir,Halir,,,,,no_whois_classification,no,no,0,0,yes,yes,theofur
char_thezi,Thezi,Evandaar,Evandaar [Daniel],,,,,no_whois_classification,no,no,0,0,yes,yes,thezi
char_thorak,Thorak,Lothlori,Lothlori,,,,,no_whois_classification,no,no,0,0,yes,yes,thorak
char_thorny,Thorny,Lothlori,Lothlori,,,,,no_whois_classification,no,no,0,0,yes,yes,thorny
char_thoronwe,Thoronwe,Ainafea,Ainafea,,,,,no_whois_classification,no,no,0,0,yes,yes,thoronwe
char_throin,Throin,Steele,Steele [Dan],,,,,no_whois_classification,no,no,0,0,yes,yes,throin
char_thror,Thror,Ares,Ares,,,,,no_whois_classification,no,no,0,0,yes,yes,thror
char_tia,Tia,Tia,Tia,,,,,no_whois_classification,no,no,0,0,yes,yes,tia
char_toin,Toin,Toin,Toin,,,,,no_whois_classification,no,no,0,0,yes,yes,toin
char_topas,Topas,Elrik,Elrik,,,,,no_whois_classification,no,no,0,0,yes,yes,topas
char_tragg,Tragg,Wryak,Wryak [Tapio],,,,,no_whois_classification,no,no,0,0,yes,yes,tragg
char_trandar,Trandar,Wryak,Wryak [Tapio],,,,,no_whois_classification,no,no,0,0,yes,yes,trandar
char_trasdockan,Trasdockan,Heldo,Heldo [Jens],,,,,no_whois_classification,no,no,0,0,yes,yes,trasdockan
char_tri,Tri,Bearclaw,Bearclaw,,,,,no_whois_classification,no,no,0,0,yes,yes,tri
char_troin,Troin,Salmar,Salmar,,,,,no_whois_classification,no,no,0,0,yes,yes,troin
char_troom,Troom,Marillion,Marillion,,,,,no_whois_classification,no,no,0,0,yes,yes,troom
char_tulkass,Tulkass,Nighthawk,Nighthawk,,,,,no_whois_classification,no,no,0,0,yes,yes,tulkass
char_turviniel,Turviniel,Tram,Tram,,,,,no_whois_classification,no,no,0,0,yes,yes,turviniel
char_ugash,Ugash,Marre,Marre [Martin],,,,,no_whois_classification,no,no,0,0,yes,yes,ugash
char_ughar,Ughar,Wryak,Wryak [Tapio],,,,,no_whois_classification,no,no,0,0,yes,yes,ughar
char_uhan,Uhan,Wryak,Wryak [Tapio],,,,,no_whois_classification,no,no,0,0,yes,yes,uhan
char_uldrak,Uldrak,Siroth,Siroth,,,,,no_whois_classification,no,no,0,0,yes,yes,uldrak
char_undolomion,Undolomion,Beat,Beat [Joosep],,,,,no_whois_classification,no,no,0,0,yes,yes,undolomion
char_unoc,Unoc,Vaab,Vaab [Joey],,,,,no_whois_classification,no,no,0,0,yes,yes,unoc
char_userbius,Userbius,Userbius,Userbius [Yaroslav],,,,,no_whois_classification,no,no,0,0,yes,yes,userbius
char_uthalg,Uthalg,Siroth,Siroth,,,,,no_whois_classification,no,no,0,0,yes,yes,uthalg
char_uzbad,Uzbad,Feagil,Feagil,,,,,no_whois_classification,no,no,0,0,yes,yes,uzbad
char_vaab,Vaab,Vaab,Vaab [Joey],,,,,no_whois_classification,no,no,0,0,yes,yes,vaab
char_vagdish,Vagdish,Nazgum,Nazgum,,,,,no_whois_classification,no,no,0,0,yes,yes,vagdish
char_vainamoinen,Vainamoinen,Rashnak,Rashnak,,,,,no_whois_classification,no,no,0,0,yes,yes,vainamoinen
char_valandar,Valandar,Evandaar,Evandaar [Daniel],,,,,no_whois_classification,no,no,0,0,yes,yes,valandar
char_valastule,Valastule,Steele,Steele [Dan],,,,,no_whois_classification,no,no,0,0,yes,yes,valastule
char_vanimelde,Vanimelde,Fankil,Fankil [Alexander],,,,,no_whois_classification,no,no,0,0,yes,yes,vanimelde
char_vanir,Vanir,Valir,Valir [Raul],,,,,no_whois_classification,no,no,0,0,yes,yes,vanir
char_vatsayana,Vatsayana,Khamasin,Khamasin,,,,,no_whois_classification,no,no,0,0,yes,yes,vatsayana
char_vayu,Vayu,Ghostly,Ghostly,,,,,no_whois_classification,no,no,0,0,yes,yes,vayu
char_venal,Venal,Venal,Venal,,,,,no_whois_classification,no,no,0,0,yes,yes,venal
char_viljar,Viljar,Marillion,Marillion,,,,,no_whois_classification,no,no,0,0,yes,yes,viljar
char_vold,Vold,Aiele,Aiele [Joel],,,,,no_whois_classification,no,no,0,0,yes,yes,vold
char_vorne,Vorne,Kazeena,Kazeena,,,,,no_whois_classification,no,no,0,0,yes,yes,vorne
char_vral,Vral,Tardeer,Tardeer [Silverberg],,,,,no_whois_classification,no,no,0,0,yes,yes,vral
char_vr_sh,Vr�sh,Bishn�k,Bishn�k [Eric],,,,,no_whois_classification,no,no,0,0,yes,yes,vr-sh
char_vulgar,Vulgar,Aram,Aram,,,,,no_whois_classification,no,no,0,0,yes,yes,vulgar
char_wacker,Wacker,Mukami,Mukami,,,,,no_whois_classification,no,no,0,0,yes,yes,wacker
char_warzur,Warzur,Faint,Faint,,,,,no_whois_classification,no,no,0,0,yes,yes,warzur
char_watar,Watar,Wryak,Wryak [Tapio],,,,,no_whois_classification,no,no,0,0,yes,yes,watar
char_wert,Wert,Ginlon,Ginlon,,,,,no_whois_classification,no,no,0,0,yes,yes,wert
char_wes,Wes,Kakarot,Kakarot,,,,,no_whois_classification,no,no,0,0,yes,yes,wes
char_woitkah,Woitkah,Haista,Haista,,,,,no_whois_classification,no,no,0,0,yes,yes,woitkah
char_wreth,Wreth,Haazheel,Haazheel,,,,,no_whois_classification,no,no,0,0,yes,yes,wreth
char_wroom,Wroom,Marillion,Marillion,,,,,no_whois_classification,no,no,0,0,yes,yes,wroom
char_wryth,Wryth,Wryak,Wryak [Tapio],,,,,no_whois_classification,no,no,0,0,yes,yes,wryth
char_xagok,Xagok,Miser,Miser,,,,,no_whois_classification,no,no,0,0,yes,yes,xagok
char_xatax,Xatax,Auriane,Auriane [Bob],,,,,no_whois_classification,no,no,0,0,yes,yes,xatax
char_xel,Xel,Celo,Celo,,,,,no_whois_classification,no,no,0,0,yes,yes,xel
char_xylo,Xylo,Auriane,Auriane [Bob],,,,,no_whois_classification,no,no,0,0,yes,yes,xylo
char_yagara,Yagara,Temegl,Temegl,,,,,no_whois_classification,no,no,0,0,yes,yes,yagara
char_ze,Ze,David,David [David],,,,,no_whois_classification,no,no,0,0,yes,yes,ze
char_zigurakhor,Zigurakhor,Drengist,Drengist,,,,,no_whois_classification,no,no,0,0,yes,yes,zigurakhor
char_zilkis,Zilkis,Ancra,Ancra [Harry],,,,,no_whois_classification,no,no,0,0,yes,yes,zilkis
char_zimrathon,Zimrathon,Bjorn,Bjorn [Bjorn],,,,,no_whois_classification,no,no,0,0,yes,yes,zimrathon
char_zopa,Zopa,Zmej,Zmej [Leha],,,,,no_whois_classification,no,no,0,0,yes,yes,zopa
char_zoser,Zoser,Risca,Risca,,,,,no_whois_classification,no,no,0,0,yes,yes,zoser
char_zroi,Zroi,Ethar,Ethar,,,,,no_whois_classification,no,no,0,0,yes,yes,zroi
